completed_at,exercise_title
2025-08-21T00:00:00.000Z,Using ttest() (4)
2025-07-25T00:00:00.000Z,The right building
2025-08-20T00:00:00.000Z,Are these findings generalizable?
2025-08-21T00:00:00.000Z,Calculating a confidence interval (2)
2025-09-21T00:00:00.000Z,Set the hyperparameter grid of RF
2025-08-11T00:00:00.000Z,Sampling deals (3)
2025-08-06T00:00:00.000Z,Visualizing relationships over time
2025-07-17T00:00:00.000Z,Do sequels earn more?
2025-08-19T00:00:00.000Z,Log odds ratio (1)
2025-07-13T00:00:00.000Z,The cutoff point
2025-09-26T00:00:00.000Z,Creating a new repo (2)
2025-08-12T00:00:00.000Z,Calculating binomial probabilities (3)
2025-08-21T00:00:00.000Z,Pairwise t-tests (3)
2025-09-26T00:00:00.000Z,Creating a new repo (1)
2025-08-19T00:00:00.000Z,Extracting leverage and influence (3)
2025-10-05T00:00:00.000Z,One or the other
2025-07-17T00:00:00.000Z,Enriching a dataset (2)
2025-12-01T00:00:00.000Z,Database views
2025-08-20T00:00:00.000Z,Pseudo-random number generation
2025-07-08T00:00:00.000Z,Your First NumPy Array
2025-09-03T00:00:00.000Z,Exploring customer satisfaction (1)
2025-08-06T00:00:00.000Z,Exploring with KDE plots (3)
2025-10-11T00:00:00.000Z,The finish line
2025-11-17T00:00:00.000Z,Types of database constraints
2025-10-05T00:00:00.000Z,Scheduling data
2025-11-17T00:00:00.000Z,Working with data types
2025-09-26T00:00:00.000Z,What is inside a database?
2025-09-02T00:00:00.000Z,Stratifying an experiment (1)
2025-09-08T00:00:00.000Z,Unsupervised Learning
2025-07-02T00:00:00.000Z,Compare arrays
2025-09-09T00:00:00.000Z,Hierarchical clustering of the grain data
2025-09-02T00:00:00.000Z,Non-random assignment of subjects
2025-08-26T00:00:00.000Z,proportions_ztest() for two samples (1)
2025-07-06T00:00:00.000Z,How big is your subset?
2025-08-19T00:00:00.000Z,Coefficient of determination (3)
2025-08-19T00:00:00.000Z,Residual standard error (3)
2025-08-21T00:00:00.000Z,p-values
2025-08-20T00:00:00.000Z,Understanding random seeds
2025-07-29T00:00:00.000Z,Save a figure with different sizes (1)
2025-07-17T00:00:00.000Z,Index merge for movie ratings
2025-10-11T00:00:00.000Z,Semi join (3)
2025-10-05T00:00:00.000Z,We are the champions
2025-07-21T00:00:00.000Z,Translating technical results
2025-07-08T00:00:00.000Z,Baseball data in 2D form
2025-09-24T00:00:00.000Z,Decorators and metadata
2025-08-30T00:00:00.000Z,Formatting with functions
2025-07-17T00:00:00.000Z,Right join to find unique movies
2025-07-28T00:00:00.000Z,Annotating a plot of time-series data
2025-07-30T00:00:00.000Z,Bar plot with subgroups and subplots
2025-08-20T00:00:00.000Z,3 kinds of sampling (1)
2025-08-17T00:00:00.000Z,Reordering categories
2025-09-25T00:00:00.000Z,Check the return type
2025-10-05T00:00:00.000Z,Tell me the truth
2025-11-18T00:00:00.000Z,Add a SERIAL surrogate key
2025-07-29T00:00:00.000Z,Interpreting line plots (2)
2025-07-21T00:00:00.000Z,Showing relevant statistics
2025-07-05T00:00:00.000Z,Determine your next move
2025-09-26T00:00:00.000Z,Staging and committing files
2025-07-31T00:00:00.000Z,Data validation
2025-08-17T00:00:00.000Z,Setting dtype when reading data (2)
2025-08-21T00:00:00.000Z,Conducting an ANOVA test
2025-07-08T00:00:00.000Z,List Methods (2)
2025-08-13T00:00:00.000Z,Turning dates into strings
2025-07-11T00:00:00.000Z,The structure of .mat in Python
2025-07-31T00:00:00.000Z,Functions for initial exploration
2025-09-28T00:00:00.000Z,Working with branches
2025-10-05T00:00:00.000Z,Practice with COUNT() (3)
2025-08-18T00:00:00.000Z,Additional catplot() options
2025-10-05T00:00:00.000Z,WHERE IN (3)
2025-10-05T00:00:00.000Z,Using AND
2025-09-04T00:00:00.000Z,Predicting on the test set
2025-07-13T00:00:00.000Z,Uniform dates (1)
2025-09-28T00:00:00.000Z,Fetching from a remote (2)
2025-07-30T00:00:00.000Z,Adding a title and axis labels
2025-09-09T00:00:00.000Z,Which stocks move together?
2025-08-18T00:00:00.000Z,Updating categorical plots (3)
2025-07-14T00:00:00.000Z,Changes in sales over time
2025-08-21T00:00:00.000Z,Why is t needed?
2025-09-21T00:00:00.000Z,Out of Bag Evaluation
2025-09-26T00:00:00.000Z,Reverting a commit
2025-08-18T00:00:00.000Z,One-hot knowledge check
2025-07-17T00:00:00.000Z,Concatenation basics (1)
2025-08-13T00:00:00.000Z,Correlation caveats
2025-07-16T00:00:00.000Z,Nested list comprehensions
2025-11-21T00:00:00.000Z,Deciding fact and dimension tables
2025-08-18T00:00:00.000Z,Categorical pitfalls
2025-09-09T00:00:00.000Z,Decorrelating the grain measurements with PCA
2025-08-20T00:00:00.000Z,Generating an approximate sampling distribution (2)
2025-10-05T00:00:00.000Z,Connect the dots
2025-07-17T00:00:00.000Z,Performing an anti join (3)
2025-09-28T00:00:00.000Z,Translating between flavors
2025-08-12T00:00:00.000Z,The binomial distribution
2025-09-04T00:00:00.000Z,Visualizing regression model performance
2025-08-18T00:00:00.000Z,Bar plot using hue
2025-08-21T00:00:00.000Z,Conducting an ANOVA test (1)
2025-08-13T00:00:00.000Z,Does sugar improve happiness? (1)
2025-10-05T00:00:00.000Z,Somewhere I belong
2025-08-20T00:00:00.000Z,Performing cluster sampling (2)
2025-07-03T00:00:00.000Z,Add column (1)
2025-07-16T00:00:00.000Z,Iterators as function arguments
2025-09-28T00:00:00.000Z,Using other repos
2025-08-11T00:00:00.000Z,Considerations for categorical data
2025-09-03T00:00:00.000Z,Visualizing and testing preservation methods (1)
2025-07-14T00:00:00.000Z,Inspecting a DataFrame (3)
2025-08-11T00:00:00.000Z,Creating a probability distribution (2)
2025-08-21T00:00:00.000Z,"Left tail, right tail, two tails"
2025-08-17T00:00:00.000Z,Summarizing datetime data in Pandas
2025-07-02T00:00:00.000Z,Cars per capita (1)
2025-07-11T00:00:00.000Z,Using read_stata to import Stata files
2025-09-24T00:00:00.000Z,Reviewing your co-worker's code (3)
2025-08-20T00:00:00.000Z,Systematic sampling (1)
2025-09-18T00:00:00.000Z,Logistic regression vs classification tree
2025-07-30T00:00:00.000Z,Adding a title and axis labels (1)
2025-10-11T00:00:00.000Z,Subquery inside FROM (1)
2025-09-03T00:00:00.000Z,Anxiety treatments ANOVA (3)
2025-08-13T00:00:00.000Z,Putting a list of dates in order
2025-08-18T00:00:00.000Z,Creating a Boolean encoding (4)
2025-08-11T00:00:00.000Z,Congratulations
2025-07-25T00:00:00.000Z,Delivering the presentation
2025-09-03T00:00:00.000Z,Estimating required sample size for energy study
2025-09-04T00:00:00.000Z,Analyzing cross-validation metrics
2025-08-26T00:00:00.000Z,The chi-square distribution
2025-09-18T00:00:00.000Z,High bias or high variance?
2025-08-21T00:00:00.000Z,Compare sampling and bootstrap means (2)
2025-09-28T00:00:00.000Z,Reviewing pull requests
2025-08-17T00:00:00.000Z,Updating categories
2025-07-31T00:00:00.000Z,Finding the number of unique values
2025-08-20T00:00:00.000Z,Comparing point estimates (1)
2025-07-25T00:00:00.000Z,Reproducibility and references
2025-10-11T00:00:00.000Z,Building on your LEFT JOIN (1)
2025-10-11T00:00:00.000Z,Query information_schema with SELECT (2)
2025-10-11T00:00:00.000Z,Crossing into CROSS JOIN
2025-08-21T00:00:00.000Z,From t to p (2)
2025-09-09T00:00:00.000Z,Clustering 2D points
2025-08-26T00:00:00.000Z,Test of two proportions (2)
2025-08-17T00:00:00.000Z,Setting category variables
2025-08-17T00:00:00.000Z,Setting up a .groupby() statement
2025-08-16T00:00:00.000Z,Printing and parsing datetimes
2025-08-19T00:00:00.000Z,Making predictions
2025-09-28T00:00:00.000Z,Comparing branches
2025-07-17T00:00:00.000Z,Concatenate and merge to find common songs (1)
2025-08-21T00:00:00.000Z,Is pairing needed?
2025-08-19T00:00:00.000Z,Residual standard error
2025-07-18T00:00:00.000Z,Subsetting rows with .query() (4)
2025-08-20T00:00:00.000Z,Are findings from the sample generalizable?
2025-08-21T00:00:00.000Z,Pairwise t-tests
2025-10-05T00:00:00.000Z,Using ROUND()
2025-09-21T00:00:00.000Z,Gradient Boosting (GB)
2025-09-03T00:00:00.000Z,Choosing the right test: human resources
2025-10-05T00:00:00.000Z,WHERE IN
2025-08-19T00:00:00.000Z,Linear regression with ols() (2)
2025-07-29T00:00:00.000Z,Plotting subgroups in line plots (1)
2025-06-30T00:00:00.000Z,Line plot (1)
2025-11-18T00:00:00.000Z,"Add foreign keys to the ""affiliations"" table (1)"
2025-07-29T00:00:00.000Z,Creating two-factor subplots (1)
2025-10-04T00:00:00.000Z,Managing an InnerSource Program
2025-10-05T00:00:00.000Z,The data pipeline
2025-11-22T00:00:00.000Z,Extending the snowflake schema
2025-09-18T00:00:00.000Z,Overfitting and underfitting
2025-10-11T00:00:00.000Z,Multiple joins
2025-10-11T00:00:00.000Z,Inspecting a relationship (2)
2025-09-21T00:00:00.000Z,Evaluate the SGB regressor
2025-10-05T00:00:00.000Z,Using WHERE with text
2025-07-16T00:00:00.000Z,Processing data in chunks (1)
2025-08-16T00:00:00.000Z,Creating timezone aware datetimes
2025-09-03T00:00:00.000Z,Post-hoc analysis following ANOVA
2025-07-21T00:00:00.000Z,Impacting the decision-making process
2025-10-05T00:00:00.000Z,Using arithmetic
2025-10-11T00:00:00.000Z,Subquery challenge
2025-07-11T00:00:00.000Z,The importance of flat files in data science
2025-07-17T00:00:00.000Z,Right join to find unique movies (4)
2025-09-21T00:00:00.000Z,Tuning a RF's Hyperparameters
2025-09-04T00:00:00.000Z,Well nested IF functions
2025-08-21T00:00:00.000Z,Calculating p-values
2025-08-13T00:00:00.000Z,Counting events per calendar month
2025-09-04T00:00:00.000Z,Building a linear regression model
2025-07-29T00:00:00.000Z,Count plots (3)
2025-07-13T00:00:00.000Z,Follow the money
2025-07-28T00:00:00.000Z,Read data with a time index
2025-09-26T00:00:00.000Z,Our very own table
2025-11-17T00:00:00.000Z,Migrate data with INSERT INTO SELECT DISTINCT
2025-09-28T00:00:00.000Z,Renaming branches
2025-12-01T00:00:00.000Z,Converting to 1NF
2025-07-29T00:00:00.000Z,Unique values of a column
2025-10-11T00:00:00.000Z,Semi join (1)
2025-07-15T00:00:00.000Z,Multiple parameters and return values
2025-10-11T00:00:00.000Z,Building on your LEFT JOIN
2025-09-21T00:00:00.000Z,Retrieving docstrings (1)
2025-08-19T00:00:00.000Z,The limits of prediction (2)
2025-07-25T00:00:00.000Z,Replicate me
2025-08-03T00:00:00.000Z,Adding descriptive statistics (2)
2025-07-14T00:00:00.000Z,Sorting rows (2)
2025-08-26T00:00:00.000Z,Test for single proportions (3)
2025-07-29T00:00:00.000Z,Adjusting the whiskers
2025-09-28T00:00:00.000Z,Branch protection
2025-08-13T00:00:00.000Z,Does sugar improve happiness?
2025-07-13T00:00:00.000Z,Uniform dates (3)
2025-11-17T00:00:00.000Z,RENAME and DROP COLUMNs in affiliations (2)
2025-07-11T00:00:00.000Z,Introduction to other file types
2025-09-24T00:00:00.000Z,Reviewing your co-worker's code (2)
2025-08-12T00:00:00.000Z,Which market is better?
2025-08-17T00:00:00.000Z,Using .groupby() after reordering
2025-08-20T00:00:00.000Z,Simple sampling and calculating with NumPy
2025-10-06T00:00:00.000Z,GROUP BY single fields
2025-09-03T00:00:00.000Z,Choosing the right test: petrochemicals (1)
2025-09-24T00:00:00.000Z,Writing context managers
2025-09-21T00:00:00.000Z,Tree hyperparameters
2025-09-18T00:00:00.000Z,Diagnose bias and variance problems
2025-10-06T00:00:00.000Z,Sorting results
2025-10-11T00:00:00.000Z,"This is a LEFT JOIN, right? (1)"
2025-08-18T00:00:00.000Z,Create a label encoding and map (2)
2025-07-16T00:00:00.000Z,Writing an iterator to load data in chunks (3)
2025-08-17T00:00:00.000Z,Reordering categories in a Series (1)
2025-08-12T00:00:00.000Z,The mean of means
2025-07-15T00:00:00.000Z,Price of conventional vs. organic avocados (1)
2025-09-24T00:00:00.000Z,Using decorator syntax (1)
2025-09-09T00:00:00.000Z,NMF features of the Wikipedia articles
2025-06-30T00:00:00.000Z,Ticks
2025-08-18T00:00:00.000Z,One-hot encoding specific columns
2025-08-11T00:00:00.000Z,Cross-tabulation (2)
2025-10-11T00:00:00.000Z,Subquery inside FROM (2)
2025-08-21T00:00:00.000Z,Comparing sampling and bootstrap distributions
2025-09-02T00:00:00.000Z,Visual normality in an agricultural experiment
2025-09-21T00:00:00.000Z,Evaluate Bagging performance
2025-08-12T00:00:00.000Z,The CLT in action (3)
2025-07-17T00:00:00.000Z,Validating a merge
2025-07-31T00:00:00.000Z,Dealing with missing data (2)
2025-09-28T00:00:00.000Z,Pushing to remotes
2025-07-08T00:00:00.000Z,List of lists
2025-07-29T00:00:00.000Z,Saving a file several times (3)
2025-09-02T00:00:00.000Z,Visual normality in an agricultural experiment (2)
2025-07-15T00:00:00.000Z,Bringing it all together
2025-10-11T00:00:00.000Z,WHERE do people live?
2025-08-21T00:00:00.000Z,Visualizing the difference (3)
2025-08-17T00:00:00.000Z,Using pandas functions effectively
2025-07-29T00:00:00.000Z,Automating figures from data
2025-08-19T00:00:00.000Z,Leverage
2025-08-19T00:00:00.000Z,Fitting a linear regression
2025-09-09T00:00:00.000Z,Dimension reduction of the fish measurements
2025-07-15T00:00:00.000Z,The keyword global
2025-07-15T00:00:00.000Z,List of dictionaries
2025-10-05T00:00:00.000Z,Combining aggregate functions with WHERE (4)
2025-07-02T00:00:00.000Z,while: warming up
2025-07-15T00:00:00.000Z,Python's built-in scope
2025-11-18T00:00:00.000Z,Get to know SELECT COUNT DISTINCT (1)
2025-09-21T00:00:00.000Z,Extract a function
2025-07-17T00:00:00.000Z,One-to-many classification
2025-09-28T00:00:00.000Z,Format text in the README
2025-09-30T00:00:00.000Z,Introduction and Setup of GitHub Projects
2025-07-25T00:00:00.000Z,Introduction to data visualization with Matplotlib
2025-07-21T00:00:00.000Z,Selecting the right data
2025-07-17T00:00:00.000Z,Steps of a semi join
2025-11-22T00:00:00.000Z,Extending the book dimension
2025-07-17T00:00:00.000Z,Total riders in a month (3)
2025-07-29T00:00:00.000Z,Creating subplots with col and row (3)
2025-07-31T00:00:00.000Z,Counting categorical values
2025-08-19T00:00:00.000Z,Transforming the response variable too (2)
2025-07-29T00:00:00.000Z,Hue and scatter plots (1)
2025-09-04T00:00:00.000Z,The ROC curve (2)
2025-09-04T00:00:00.000Z,Preprocessing data
2025-08-19T00:00:00.000Z,Calculating means by category
2025-08-19T00:00:00.000Z,Extracting model elements (2)
2025-07-15T00:00:00.000Z,CSV to DataFrame (1)
2025-07-21T00:00:00.000Z,It's not significant
2025-07-05T00:00:00.000Z,Simulate multiple walks
2025-08-03T00:00:00.000Z,Removing outliers (3)
2025-10-05T00:00:00.000Z,Practice with aggregate functions
2025-08-31T00:00:00.000Z,Common assumptions of hypothesis tests
2025-08-21T00:00:00.000Z,Introduction to bootstrapping
2025-07-14T00:00:00.000Z,Grouped summary statistics
2025-11-11T00:00:00.000Z,Update your database as the structure changes
2025-07-17T00:00:00.000Z,Enriching a dataset
2025-10-04T00:00:00.000Z,Team Synchronization and Secure Access Strategy
2025-08-20T00:00:00.000Z,Equal counts stratified sampling (2)
2025-10-04T00:00:00.000Z,True or False? GitHub Basics
2025-09-26T00:00:00.000Z,Viewing a repository's history
2025-09-21T00:00:00.000Z,Best practice for default arguments
2025-08-03T00:00:00.000Z,Identifying outliers
2025-09-28T00:00:00.000Z,Resolving a merge conflict (1)
2025-08-12T00:00:00.000Z,Simulating wait times (3)
2025-09-26T00:00:00.000Z,Selecting data types
2025-10-05T00:00:00.000Z,LIKE and NOT LIKE (2)
2025-09-04T00:00:00.000Z,Pipeline for song genre prediction: II
2025-10-05T00:00:00.000Z,Combining aggregate functions with WHERE (3)
2025-07-27T00:00:00.000Z,Small multiples with shared y axis
2025-10-05T00:00:00.000Z,Understanding BFG Repo-Cleaner
2025-09-02T00:00:00.000Z,Visual normality in an agricultural experiment (1)
2025-10-05T00:00:00.000Z,Debugging errors (1)
2025-08-11T00:00:00.000Z,"Quartiles, quantiles, and quintiles"
2025-08-17T00:00:00.000Z,Accessing and filtering data (3)
2025-08-16T00:00:00.000Z,Putting the bike trips into the right time zone
2025-09-03T00:00:00.000Z,Choosing the right test: human resources (1)
2025-08-13T00:00:00.000Z,Putting a list of dates in order (1)
2025-08-26T00:00:00.000Z,Performing a chi-square test
2025-07-29T00:00:00.000Z,Creating two-factor subplots
2025-09-28T00:00:00.000Z,SQL flavors
2025-09-09T00:00:00.000Z,Non-negative data
2025-07-16T00:00:00.000Z,Bringing it all together (1)
2025-09-21T00:00:00.000Z,Define the GB regressor
2025-10-11T00:00:00.000Z,Your first join (2)
2025-08-17T00:00:00.000Z,"It's getting cold outside, W20529 (1)"
2025-07-16T00:00:00.000Z,Advanced comprehensions
2025-08-16T00:00:00.000Z,Creating datetimes by hand (1)
2025-10-11T00:00:00.000Z,Inspecting a relationship (4)
2025-07-08T00:00:00.000Z,List Methods
2025-10-05T00:00:00.000Z,Filtering numbers
2025-09-03T00:00:00.000Z,Visualizing durability differences
2025-08-21T00:00:00.000Z,Hypothesis testing workflow
2025-07-31T00:00:00.000Z,Strategies for remaining missing data (2)
2025-09-28T00:00:00.000Z,VIEWing your query (1)
2025-09-08T00:00:00.000Z,How many clusters?
2025-07-05T00:00:00.000Z,Random Walk
2025-08-16T00:00:00.000Z,What time did the bike leave? (Global edition) (1)
2025-09-09T00:00:00.000Z,Final thoughts
2025-07-14T00:00:00.000Z,Subsetting rows (1)
2025-09-24T00:00:00.000Z,Checking for closure (2)
2025-07-15T00:00:00.000Z,Write a simple function
2025-10-05T00:00:00.000Z,Practice with aggregate functions (1)
2025-08-17T00:00:00.000Z,Reordering categories in a Series (4)
2025-07-21T00:00:00.000Z,A non-tech story
2025-07-16T00:00:00.000Z,Build a generator
2025-07-22T00:00:00.000Z,Choosing the appropriate format
2025-07-17T00:00:00.000Z,Right join to find unique movies (1)
2025-07-08T00:00:00.000Z,Other variable types
2025-09-26T00:00:00.000Z,Data types
2025-08-13T00:00:00.000Z,Representing dates in different ways (1)
2025-10-11T00:00:00.000Z,Relationships in our database
2025-10-11T00:00:00.000Z,Choosing your join
2025-08-21T00:00:00.000Z,Two sample mean test statistic
2025-07-01T00:00:00.000Z,"Pandas, Part 2"
2025-10-05T00:00:00.000Z,Aliasing and arithmetic
2025-08-20T00:00:00.000Z,Is systematic sampling OK? (1)
2025-08-19T00:00:00.000Z,Logistic regression with logit()
2025-09-25T00:00:00.000Z,Check the return type (1)
